Uid_i,Uid_j,Sid_i,Sid_j,%similarity
U_1,U_70,1416796,1416797,98.15
U_1,U_70,1416798,1416799,96.03
U_86,U_96,1416529,1416758,40.03
U_86,U_97,1416529,1416757,40.03
U_86,U_98,1416529,1416671,42.24
U_86,U_99,1416529,1416755,40.03
U_86,U_101,1416529,1416724,40.03
U_86,U_104,1416529,1416696,42.52
U_86,U_105,1416529,1416612,100.0
U_86,U_106,1416529,1416626,100.0
U_86,U_107,1416529,1416787,100.0
U_86,U_108,1416529,1416566,100.0
U_86,U_26,1416529,1416774,23.0
U_86,U_2,1416529,1416654,15.99
U_86,U_3,1416529,1416602,45.16
U_86,U_5,1416529,1416710,42.47
U_86,U_7,1416529,1416738,43.71
U_86,U_8,1416529,1416564,37.04
U_86,U_11,1416529,1416539,41.82
U_86,U_12,1416529,1416796,22.49
U_86,U_43,1416529,1416598,35.85
U_86,U_90,1416529,1416776,42.47
U_86,U_91,1416529,1416544,100.0
U_86,U_93,1416529,1416545,42.24
U_86,U_46,1416529,1416575,100.0
U_86,U_47,1416529,1416676,100.0
U_86,U_51,1416529,1416697,41.9
U_86,U_54,1416529,1416559,100.0
U_86,U_55,1416529,1416557,37.8
U_86,U_58,1416529,1416699,100.0
U_86,U_60,1416529,1416553,100.0
U_86,U_64,1416529,1416744,44.05
U_86,U_66,1416529,1416767,32.23
U_86,U_68,1416529,1416570,37.41
U_86,U_69,1416529,1416574,33.99
U_86,U_111,1416529,1416684,31.12
U_86,U_88,1416529,1416683,41.33
U_86,U_89,1416529,1416556,100.0
U_86,U_71,1416529,1416795,100.0
U_86,U_13,1416529,1416629,38.77
U_86,U_16,1416529,1416546,100.0
U_86,U_18,1416529,1416722,34.35
U_86,U_20,1416529,1416600,40.6
U_86,U_21,1416529,1416761,32.13
U_86,U_24,1416529,1416709,35.88
U_86,U_27,1416529,1416790,41.6
U_86,U_28,1416529,1416633,43.5
U_86,U_33,1416529,1416534,42.24
U_86,U_36,1416529,1416741,41.82
U_86,U_40,1416529,1416571,28.02
U_86,U_72,1416529,1416773,100.0
U_86,U_74,1416529,1416649,100.0
U_86,U_75,1416529,1416531,100.0
U_86,U_76,1416529,1416644,100.0
U_86,U_77,1416529,1416687,100.0
U_86,U_78,1416529,1416789,34.35
U_86,U_79,1416529,1416675,40.03
U_86,U_80,1416529,1416702,100.0
U_86,U_82,1416529,1416764,40.96
U_86,U_84,1416529,1416565,100.0
U_86,U_85,1416529,1416780,100.0
U_87,U_86,1416430,1416529,27.82
U_87,U_96,1416430,1416758,61.76
U_87,U_97,1416430,1416757,61.76
U_87,U_98,1416430,1416671,65.2
U_87,U_99,1416430,1416755,61.76
U_87,U_100,1416430,1416443,45.61
U_87,U_101,1416430,1416724,61.76
U_87,U_102,1416430,1416526,27.82
U_87,U_103,1416430,1416464,46.77
U_87,U_104,1416430,1416696,59.31
U_87,U_105,1416430,1416612,27.82
U_87,U_106,1416430,1416626,27.82
U_87,U_107,1416430,1416787,27.82
U_87,U_108,1416430,1416566,27.82
U_87,U_109,1416430,1416494,27.82
U_87,U_26,1416430,1416774,38.45
U_87,U_114,1416430,1416509,59.31
U_87,U_116,1416430,1416454,49.51
U_87,U_2,1416430,1416654,34.19
U_87,U_3,1416430,1416602,31.16
U_87,U_5,1416430,1416710,64.83
U_87,U_6,1416430,1416440,40.59
U_87,U_7,1416430,1416738,41.05
U_87,U_8,1416430,1416564,61.35
U_87,U_9,1416430,1416505,61.76
U_87,U_10,1416430,1416433,25.28
U_87,U_11,1416430,1416539,52.0
U_87,U_12,1416430,1416796,19.91
U_87,U_43,1416430,1416598,42.03
U_87,U_90,1416430,1416776,64.83
U_87,U_91,1416430,1416544,27.82
U_87,U_92,1416430,1416527,65.2
U_87,U_93,1416430,1416545,65.2
U_87,U_94,1416430,1416453,61.76
U_87,U_95,1416430,1416461,39.25
U_87,U_41,1416430,1416442,34.8
U_87,U_44,1416430,1416458,46.54
U_87,U_45,1416430,1416517,22.06
U_87,U_46,1416430,1416575,27.82
U_87,U_47,1416430,1416676,27.82
U_87,U_48,1416430,1416474,24.8
U_87,U_50,1416430,1416438,26.84
U_87,U_51,1416430,1416697,64.46
U_87,U_52,1416430,1416446,65.2
U_87,U_53,1416430,1416484,49.14
U_87,U_54,1416430,1416559,27.82
U_87,U_55,1416430,1416557,28.21
U_87,U_56,1416430,1416513,28.55
U_87,U_58,1416430,1416699,27.82
U_87,U_60,1416430,1416553,27.82
U_87,U_61,1416430,1416437,37.2
U_87,U_63,1416430,1416432,23.71
U_87,U_64,1416430,1416744,51.59
U_87,U_66,1416430,1416767,35.72
U_87,U_68,1416430,1416570,82.68
U_87,U_69,1416430,1416574,49.83
U_87,U_70,1416430,1416469,89.58
U_87,U_110,1416430,1416459,43.55
U_87,U_111,1416430,1416684,28.01
U_87,U_112,1416430,1416522,27.82
U_87,U_88,1416430,1416683,46.87
U_87,U_89,1416430,1416556,27.82
U_87,U_71,1416430,1416795,27.82
U_87,U_13,1416430,1416629,34.1
U_87,U_14,1416430,1416491,27.39
U_87,U_15,1416430,1416497,36.2
U_87,U_16,1416430,1416546,27.82
U_87,U_17,1416430,1416478,23.78
U_87,U_18,1416430,1416722,32.19
U_87,U_20,1416430,1416600,37.13
U_87,U_21,1416430,1416761,31.82
U_87,U_22,1416430,1416485,38.47
U_87,U_24,1416430,1416709,34.68
U_87,U_25,1416430,1416457,28.55
U_87,U_27,1416430,1416790,51.27
U_87,U_28,1416430,1416633,62.87
U_87,U_29,1416430,1416449,28.02
U_87,U_30,1416430,1416476,65.2
U_87,U_31,1416430,1416436,21.44
U_87,U_33,1416430,1416534,65.2
U_87,U_34,1416430,1416498,66.8
U_87,U_36,1416430,1416741,52.0
U_87,U_40,1416430,1416571,44.84
U_87,U_72,1416430,1416773,27.82
U_87,U_73,1416430,1416475,66.78
U_87,U_74,1416430,1416649,27.82
U_87,U_75,1416430,1416531,27.82
U_87,U_76,1416430,1416644,27.82
U_87,U_77,1416430,1416687,27.82
U_87,U_78,1416430,1416789,32.19
U_87,U_79,1416430,1416675,61.76
U_87,U_80,1416430,1416702,27.82
U_87,U_81,1416430,1416445,45.89
U_87,U_82,1416430,1416764,46.54
U_87,U_83,1416430,1416524,27.82
U_87,U_84,1416430,1416565,27.82
U_87,U_85,1416430,1416780,27.82
U_96,U_107,1416758,1416787,40.03
U_96,U_26,1416758,1416774,25.76
U_96,U_12,1416758,1416796,20.54
U_96,U_90,1416758,1416776,94.62
U_96,U_66,1416758,1416767,42.98
U_96,U_71,1416758,1416795,40.03
U_96,U_21,1416758,1416761,46.96
U_96,U_27,1416758,1416790,81.26
U_96,U_72,1416758,1416773,40.03
U_96,U_78,1416758,1416789,40.58
U_96,U_82,1416758,1416764,63.92
U_96,U_85,1416758,1416780,40.03
U_97,U_96,1416757,1416758,100.0
U_97,U_107,1416757,1416787,40.03
U_97,U_26,1416757,1416774,25.76
U_97,U_12,1416757,1416796,20.54
U_97,U_90,1416757,1416776,94.62
U_97,U_66,1416757,1416767,42.98
U_97,U_71,1416757,1416795,40.03
U_97,U_21,1416757,1416761,46.96
U_97,U_27,1416757,1416790,81.26
U_97,U_72,1416757,1416773,40.03
U_97,U_78,1416757,1416789,40.58
U_97,U_82,1416757,1416764,63.92
U_97,U_85,1416757,1416780,40.03
U_98,U_96,1416671,1416758,95.14
U_98,U_97,1416671,1416757,95.14
U_98,U_99,1416671,1416755,95.14
U_98,U_101,1416671,1416724,95.14
U_98,U_104,1416671,1416696,93.52
U_98,U_107,1416671,1416787,42.24
U_98,U_26,1416671,1416774,25.38
U_98,U_5,1416671,1416710,99.46
U_98,U_7,1416671,1416738,57.58
U_98,U_12,1416671,1416796,20.75
U_98,U_90,1416671,1416776,99.46
U_98,U_47,1416671,1416676,42.24
U_98,U_51,1416671,1416697,99.2
U_98,U_58,1416671,1416699,42.24
U_98,U_64,1416671,1416744,81.63
U_98,U_66,1416671,1416767,44.2
U_98,U_111,1416671,1416684,34.04
U_98,U_88,1416671,1416683,68.0
U_98,U_71,1416671,1416795,42.24
U_98,U_18,1416671,1416722,40.5
U_98,U_21,1416671,1416761,48.3
U_98,U_24,1416671,1416709,47.98
U_98,U_27,1416671,1416790,85.13
U_98,U_36,1416671,1416741,85.94
U_98,U_72,1416671,1416773,42.24
U_98,U_77,1416671,1416687,42.24
U_98,U_78,1416671,1416789,40.5
U_98,U_79,1416671,1416675,95.14
U_98,U_80,1416671,1416702,42.24
U_98,U_82,1416671,1416764,66.97
U_98,U_85,1416671,1416780,42.24
U_99,U_96,1416755,1416758,100.0
U_99,U_97,1416755,1416757,100.0
U_99,U_107,1416755,1416787,40.03
U_99,U_26,1416755,1416774,25.76
U_99,U_12,1416755,1416796,20.54
U_99,U_90,1416755,1416776,94.62
U_99,U_66,1416755,1416767,42.98
U_99,U_71,1416755,1416795,40.03
U_99,U_21,1416755,1416761,46.96
U_99,U_27,1416755,1416790,81.26
U_99,U_72,1416755,1416773,40.03
U_99,U_78,1416755,1416789,40.58
U_99,U_82,1416755,1416764,63.92
U_99,U_85,1416755,1416780,40.03
U_100,U_86,1416443,1416529,47.2
U_100,U_96,1416443,1416758,63.17
U_100,U_97,1416443,1416757,63.17
U_100,U_98,1416443,1416671,66.14
U_100,U_99,1416443,1416755,63.17
U_100,U_101,1416443,1416724,63.17
U_100,U_102,1416443,1416526,47.2
U_100,U_103,1416443,1416464,74.15
U_100,U_104,1416443,1416696,64.97
U_100,U_105,1416443,1416612,47.2
U_100,U_106,1416443,1416626,47.2
U_100,U_107,1416443,1416787,47.2
U_100,U_108,1416443,1416566,47.2
U_100,U_109,1416443,1416494,47.2
U_100,U_26,1416443,1416774,28.24
U_100,U_114,1416443,1416509,64.97
U_100,U_116,1416443,1416454,48.89
U_100,U_2,1416443,1416654,22.43
U_100,U_3,1416443,1416602,52.54
U_100,U_5,1416443,1416710,66.56
U_100,U_7,1416443,1416738,82.37
U_100,U_8,1416443,1416564,48.25
U_100,U_9,1416443,1416505,63.17
U_100,U_11,1416443,1416539,61.9
U_100,U_12,1416443,1416796,21.91
U_100,U_43,1416443,1416598,63.86
U_100,U_90,1416443,1416776,66.56
U_100,U_91,1416443,1416544,47.2
U_100,U_92,1416443,1416527,66.14
U_100,U_93,1416443,1416545,66.14
U_100,U_94,1416443,1416453,63.17
U_100,U_95,1416443,1416461,45.07
U_100,U_44,1416443,1416458,73.58
U_100,U_45,1416443,1416517,23.92
U_100,U_46,1416443,1416575,47.2
U_100,U_47,1416443,1416676,47.2
U_100,U_48,1416443,1416474,34.59
U_100,U_51,1416443,1416697,65.5
U_100,U_52,1416443,1416446,66.14
U_100,U_53,1416443,1416484,59.26
U_100,U_54,1416443,1416559,47.2
U_100,U_55,1416443,1416557,43.41
U_100,U_56,1416443,1416513,16.72
U_100,U_58,1416443,1416699,47.2
U_100,U_60,1416443,1416553,47.2
U_100,U_64,1416443,1416744,81.38
U_100,U_66,1416443,1416767,33.46
U_100,U_68,1416443,1416570,53.86
U_100,U_69,1416443,1416574,47.3
U_100,U_70,1416443,1416469,43.7
U_100,U_110,1416443,1416459,71.25
U_100,U_111,1416443,1416684,33.94
U_100,U_112,1416443,1416522,47.2
U_100,U_88,1416443,1416683,74.26
U_100,U_89,1416443,1416556,47.2
U_100,U_71,1416443,1416795,47.2
U_100,U_13,1416443,1416629,40.85
U_100,U_14,1416443,1416491,28.2
U_100,U_15,1416443,1416497,40.39
U_100,U_16,1416443,1416546,47.2
U_100,U_17,1416443,1416478,29.95
U_100,U_18,1416443,1416722,46.09
U_100,U_20,1416443,1416600,50.79
U_100,U_21,1416443,1416761,38.11
U_100,U_22,1416443,1416485,69.95
U_100,U_24,1416443,1416709,58.37
U_100,U_25,1416443,1416457,43.92
U_100,U_27,1416443,1416790,61.48
U_100,U_28,1416443,1416633,63.92
U_100,U_29,1416443,1416449,39.31
U_100,U_30,1416443,1416476,66.14
U_100,U_33,1416443,1416534,66.14
U_100,U_34,1416443,1416498,30.28
U_100,U_36,1416443,1416741,61.9
U_100,U_40,1416443,1416571,29.57
U_100,U_72,1416443,1416773,47.2
U_100,U_73,1416443,1416475,40.11
U_100,U_74,1416443,1416649,47.2
U_100,U_75,1416443,1416531,47.2
U_100,U_76,1416443,1416644,47.2
U_100,U_77,1416443,1416687,47.2
U_100,U_78,1416443,1416789,46.09
U_100,U_79,1416443,1416675,63.17
U_100,U_80,1416443,1416702,47.2
U_100,U_81,1416443,1416445,22.54
U_100,U_82,1416443,1416764,73.58
U_100,U_83,1416443,1416524,47.2
U_100,U_84,1416443,1416565,47.2
U_100,U_85,1416443,1416780,47.2
U_101,U_96,1416724,1416758,100.0
U_101,U_97,1416724,1416757,100.0
U_101,U_99,1416724,1416755,100.0
U_101,U_107,1416724,1416787,40.03
U_101,U_26,1416724,1416774,25.76
U_101,U_7,1416724,1416738,55.0
U_101,U_12,1416724,1416796,20.54
U_101,U_90,1416724,1416776,94.62
U_101,U_64,1416724,1416744,77.62
U_101,U_66,1416724,1416767,42.98
U_101,U_71,1416724,1416795,40.03
U_101,U_21,1416724,1416761,46.96
U_101,U_27,1416724,1416790,81.26
U_101,U_36,1416724,1416741,81.82
U_101,U_72,1416724,1416773,40.03
U_101,U_78,1416724,1416789,40.58
U_101,U_82,1416724,1416764,63.92
U_101,U_85,1416724,1416780,40.03
U_102,U_86,1416526,1416529,100.0
U_102,U_96,1416526,1416758,40.03
U_102,U_97,1416526,1416757,40.03
U_102,U_98,1416526,1416671,42.24
U_102,U_99,1416526,1416755,40.03
U_102,U_101,1416526,1416724,40.03
U_102,U_104,1416526,1416696,42.52
U_102,U_105,1416526,1416612,100.0
U_102,U_106,1416526,1416626,100.0
U_102,U_107,1416526,1416787,100.0
U_102,U_108,1416526,1416566,100.0
U_102,U_26,1416526,1416774,23.0
U_102,U_2,1416526,1416654,15.99
U_102,U_3,1416526,1416602,45.16
U_102,U_5,1416526,1416710,42.47
U_102,U_7,1416526,1416738,43.71
U_102,U_8,1416526,1416564,37.04
U_102,U_11,1416526,1416539,41.82
U_102,U_12,1416526,1416796,22.49
U_102,U_43,1416526,1416598,35.85
U_102,U_90,1416526,1416776,42.47
U_102,U_91,1416526,1416544,100.0
U_102,U_92,1416526,1416527,42.24
U_102,U_93,1416526,1416545,42.24
U_102,U_46,1416526,1416575,100.0
U_102,U_47,1416526,1416676,100.0
U_102,U_51,1416526,1416697,41.9
U_102,U_54,1416526,1416559,100.0
U_102,U_55,1416526,1416557,37.8
U_102,U_58,1416526,1416699,100.0
U_102,U_60,1416526,1416553,100.0
U_102,U_64,1416526,1416744,44.05
U_102,U_66,1416526,1416767,32.23
U_102,U_68,1416526,1416570,37.41
U_102,U_69,1416526,1416574,33.99
U_102,U_111,1416526,1416684,31.12
U_102,U_88,1416526,1416683,41.33
U_102,U_89,1416526,1416556,100.0
U_102,U_71,1416526,1416795,100.0
U_102,U_13,1416526,1416629,38.77
U_102,U_16,1416526,1416546,100.0
U_102,U_18,1416526,1416722,34.35
U_102,U_20,1416526,1416600,40.6
U_102,U_21,1416526,1416761,32.13
U_102,U_24,1416526,1416709,35.88
U_102,U_27,1416526,1416790,41.6
U_102,U_28,1416526,1416633,43.5
U_102,U_33,1416526,1416534,42.24
U_102,U_36,1416526,1416741,41.82
U_102,U_40,1416526,1416571,28.02
U_102,U_72,1416526,1416773,100.0
U_102,U_74,1416526,1416649,100.0
U_102,U_75,1416526,1416531,100.0
U_102,U_76,1416526,1416644,100.0
U_102,U_77,1416526,1416687,100.0
U_102,U_78,1416526,1416789,34.35
U_102,U_79,1416526,1416675,40.03
U_102,U_80,1416526,1416702,100.0
U_102,U_82,1416526,1416764,40.96
U_102,U_84,1416526,1416565,100.0
U_102,U_85,1416526,1416780,100.0
U_103,U_86,1416464,1416529,41.33
U_103,U_96,1416464,1416758,64.92
U_103,U_97,1416464,1416757,64.92
U_103,U_98,1416464,1416671,67.9
U_103,U_99,1416464,1416755,64.92
U_103,U_101,1416464,1416724,64.92
U_103,U_102,1416464,1416526,41.33
U_103,U_104,1416464,1416696,62.97
U_103,U_105,1416464,1416612,41.33
U_103,U_106,1416464,1416626,41.33
U_103,U_107,1416464,1416787,41.33
U_103,U_108,1416464,1416566,41.33
U_103,U_109,1416464,1416494,41.33
U_103,U_26,1416464,1416774,24.33
U_103,U_114,1416464,1416509,62.97
U_103,U_2,1416464,1416654,21.44
U_103,U_3,1416464,1416602,49.57
U_103,U_5,1416464,1416710,68.31
U_103,U_7,1416464,1416738,83.93
U_103,U_8,1416464,1416564,62.56
U_103,U_9,1416464,1416505,64.92
U_103,U_11,1416464,1416539,79.38
U_103,U_12,1416464,1416796,21.01
U_103,U_43,1416464,1416598,68.12
U_103,U_90,1416464,1416776,68.31
U_103,U_91,1416464,1416544,41.33
U_103,U_92,1416464,1416527,67.9
U_103,U_93,1416464,1416545,67.9
U_103,U_45,1416464,1416517,22.56
U_103,U_46,1416464,1416575,41.33
U_103,U_47,1416464,1416676,41.33
U_103,U_48,1416464,1416474,25.61
U_103,U_51,1416464,1416697,67.49
U_103,U_53,1416464,1416484,75.49
U_103,U_54,1416464,1416559,41.33
U_103,U_55,1416464,1416557,45.93
U_103,U_56,1416464,1416513,15.49
U_103,U_58,1416464,1416699,41.33
U_103,U_60,1416464,1416553,41.33
U_103,U_64,1416464,1416744,71.69
U_103,U_66,1416464,1416767,36.38
U_103,U_68,1416464,1416570,56.0
U_103,U_69,1416464,1416574,51.49
U_103,U_70,1416464,1416469,46.15
U_103,U_111,1416464,1416684,31.33
U_103,U_112,1416464,1416522,41.33
U_103,U_88,1416464,1416683,99.69
U_103,U_89,1416464,1416556,41.33
U_103,U_71,1416464,1416795,41.33
U_103,U_13,1416464,1416629,42.15
U_103,U_14,1416464,1416491,31.12
U_103,U_15,1416464,1416497,40.59
U_103,U_16,1416464,1416546,41.33
U_103,U_17,1416464,1416478,30.26
U_103,U_18,1416464,1416722,47.28
U_103,U_20,1416464,1416600,53.03
U_103,U_21,1416464,1416761,40.72
U_103,U_22,1416464,1416485,92.72
U_103,U_24,1416464,1416709,74.68
U_103,U_27,1416464,1416790,78.56
U_103,U_28,1416464,1416633,76.31
U_103,U_30,1416464,1416476,67.9
U_103,U_33,1416464,1416534,67.9
U_103,U_34,1416464,1416498,31.29
U_103,U_36,1416464,1416741,79.38
U_103,U_40,1416464,1416571,27.72
U_103,U_72,1416464,1416773,41.33
U_103,U_73,1416464,1416475,35.49
U_103,U_74,1416464,1416649,41.33
U_103,U_75,1416464,1416531,41.33
U_103,U_76,1416464,1416644,41.33
U_103,U_77,1416464,1416687,41.33
U_103,U_78,1416464,1416789,47.28
U_103,U_79,1416464,1416675,64.92
U_103,U_80,1416464,1416702,41.33
U_103,U_82,1416464,1416764,98.58
U_103,U_83,1416464,1416524,41.33
U_103,U_84,1416464,1416565,41.33
U_103,U_85,1416464,1416780,41.33
U_104,U_96,1416696,1416758,89.16
U_104,U_97,1416696,1416757,89.16
U_104,U_99,1416696,1416755,89.16
U_104,U_101,1416696,1416724,89.16
U_104,U_107,1416696,1416787,42.52
U_104,U_26,1416696,1416774,27.77
U_104,U_5,1416696,1416710,93.01
U_104,U_7,1416696,1416738,53.35
U_104,U_12,1416696,1416796,21.96
U_104,U_90,1416696,1416776,93.01
U_104,U_51,1416696,1416697,92.77
U_104,U_58,1416696,1416699,42.52
U_104,U_64,1416696,1416744,75.97
U_104,U_66,1416696,1416767,46.37
U_104,U_71,1416696,1416795,42.52
U_104,U_18,1416696,1416722,41.13
U_104,U_21,1416696,1416761,48.92
U_104,U_24,1416696,1416709,51.24
U_104,U_27,1416696,1416790,79.32
U_104,U_36,1416696,1416741,80.12
U_104,U_72,1416696,1416773,42.52
U_104,U_78,1416696,1416789,41.13
U_104,U_80,1416696,1416702,42.52
U_104,U_82,1416696,1416764,62.09
U_104,U_85,1416696,1416780,42.52
U_105,U_96,1416612,1416758,40.03
U_105,U_97,1416612,1416757,40.03
U_105,U_98,1416612,1416671,42.24
U_105,U_99,1416612,1416755,40.03
U_105,U_101,1416612,1416724,40.03
U_105,U_104,1416612,1416696,42.52
U_105,U_106,1416612,1416626,100.0
U_105,U_107,1416612,1416787,100.0
U_105,U_26,1416612,1416774,23.0
U_105,U_2,1416612,1416654,15.99
U_105,U_5,1416612,1416710,42.47
U_105,U_7,1416612,1416738,43.71
U_105,U_12,1416612,1416796,22.49
U_105,U_90,1416612,1416776,42.47
U_105,U_47,1416612,1416676,100.0
U_105,U_51,1416612,1416697,41.9
U_105,U_58,1416612,1416699,100.0
U_105,U_64,1416612,1416744,44.05
U_105,U_66,1416612,1416767,32.23
U_105,U_111,1416612,1416684,31.12
U_105,U_88,1416612,1416683,41.33
U_105,U_71,1416612,1416795,100.0
U_105,U_13,1416612,1416629,38.77
U_105,U_18,1416612,1416722,34.35
U_105,U_21,1416612,1416761,32.13
U_105,U_24,1416612,1416709,35.88
U_105,U_27,1416612,1416790,41.6
U_105,U_28,1416612,1416633,43.5
U_105,U_36,1416612,1416741,41.82
U_105,U_72,1416612,1416773,100.0
U_105,U_74,1416612,1416649,100.0
U_105,U_76,1416612,1416644,100.0
U_105,U_77,1416612,1416687,100.0
U_105,U_78,1416612,1416789,34.35
U_105,U_79,1416612,1416675,40.03
U_105,U_80,1416612,1416702,100.0
U_105,U_82,1416612,1416764,40.96
U_105,U_85,1416612,1416780,100.0
U_106,U_96,1416626,1416758,40.03
U_106,U_97,1416626,1416757,40.03
U_106,U_98,1416626,1416671,42.24
U_106,U_99,1416626,1416755,40.03
U_106,U_101,1416626,1416724,40.03
U_106,U_104,1416626,1416696,42.52
U_106,U_107,1416626,1416787,100.0
U_106,U_26,1416626,1416774,23.0
U_106,U_2,1416626,1416654,15.99
U_106,U_5,1416626,1416710,42.47
U_106,U_7,1416626,1416738,43.71
U_106,U_12,1416626,1416796,22.49
U_106,U_90,1416626,1416776,42.47
U_106,U_47,1416626,1416676,100.0
U_106,U_51,1416626,1416697,41.9
U_106,U_58,1416626,1416699,100.0
U_106,U_64,1416626,1416744,44.05
U_106,U_66,1416626,1416767,32.23
U_106,U_111,1416626,1416684,31.12
U_106,U_88,1416626,1416683,41.33
U_106,U_71,1416626,1416795,100.0
U_106,U_13,1416626,1416629,38.77
U_106,U_18,1416626,1416722,34.35
U_106,U_21,1416626,1416761,32.13
U_106,U_24,1416626,1416709,35.88
U_106,U_27,1416626,1416790,41.6
U_106,U_28,1416626,1416633,43.5
U_106,U_36,1416626,1416741,41.82
U_106,U_72,1416626,1416773,100.0
U_106,U_74,1416626,1416649,100.0
U_106,U_76,1416626,1416644,100.0
U_106,U_77,1416626,1416687,100.0
U_106,U_78,1416626,1416789,34.35
U_106,U_79,1416626,1416675,40.03
U_106,U_80,1416626,1416702,100.0
U_106,U_82,1416626,1416764,40.96
U_106,U_85,1416626,1416780,100.0
U_107,U_12,1416787,1416796,22.49
U_107,U_71,1416787,1416795,100.0
U_107,U_27,1416787,1416790,41.6
U_107,U_78,1416787,1416789,34.35
U_108,U_96,1416566,1416758,40.03
U_108,U_97,1416566,1416757,40.03
U_108,U_98,1416566,1416671,42.24
U_108,U_99,1416566,1416755,40.03
U_108,U_101,1416566,1416724,40.03
U_108,U_104,1416566,1416696,42.52
U_108,U_105,1416566,1416612,100.0
U_108,U_106,1416566,1416626,100.0
U_108,U_107,1416566,1416787,100.0
U_108,U_26,1416566,1416774,23.0
U_108,U_2,1416566,1416654,15.99
U_108,U_3,1416566,1416602,45.16
U_108,U_5,1416566,1416710,42.47
U_108,U_7,1416566,1416738,43.71
U_108,U_12,1416566,1416796,22.49
U_108,U_43,1416566,1416598,35.85
U_108,U_90,1416566,1416776,42.47
U_108,U_46,1416566,1416575,100.0
U_108,U_47,1416566,1416676,100.0
U_108,U_51,1416566,1416697,41.9
U_108,U_58,1416566,1416699,100.0
U_108,U_64,1416566,1416744,44.05
U_108,U_66,1416566,1416767,32.23
U_108,U_68,1416566,1416570,37.41
U_108,U_69,1416566,1416574,33.99
U_108,U_111,1416566,1416684,31.12
U_108,U_88,1416566,1416683,41.33
U_108,U_71,1416566,1416795,100.0
U_108,U_13,1416566,1416629,38.77
U_108,U_18,1416566,1416722,34.35
U_108,U_20,1416566,1416600,40.6
U_108,U_21,1416566,1416761,32.13
U_108,U_24,1416566,1416709,35.88
U_108,U_27,1416566,1416790,41.6
U_108,U_28,1416566,1416633,43.5
U_108,U_36,1416566,1416741,41.82
U_108,U_40,1416566,1416571,28.02
U_108,U_72,1416566,1416773,100.0
U_108,U_74,1416566,1416649,100.0
U_108,U_76,1416566,1416644,100.0
U_108,U_77,1416566,1416687,100.0
U_108,U_78,1416566,1416789,34.35
U_108,U_79,1416566,1416675,40.03
U_108,U_80,1416566,1416702,100.0
U_108,U_82,1416566,1416764,40.96
U_108,U_85,1416566,1416780,100.0
U_109,U_86,1416494,1416529,100.0
U_109,U_96,1416494,1416758,40.03
U_109,U_97,1416494,1416757,40.03
U_109,U_98,1416494,1416671,42.24
U_109,U_99,1416494,1416755,40.03
U_109,U_101,1416494,1416724,40.03
U_109,U_102,1416494,1416526,100.0
U_109,U_104,1416494,1416696,42.52
U_109,U_105,1416494,1416612,100.0
U_109,U_106,1416494,1416626,100.0
U_109,U_107,1416494,1416787,100.0
U_109,U_108,1416494,1416566,100.0
U_109,U_26,1416494,1416774,23.0
U_109,U_114,1416494,1416509,42.52
U_109,U_2,1416494,1416654,15.99
U_109,U_3,1416494,1416602,45.16
U_109,U_5,1416494,1416710,42.47
U_109,U_7,1416494,1416738,43.71
U_109,U_8,1416494,1416564,37.04
U_109,U_9,1416494,1416505,40.03
U_109,U_11,1416494,1416539,41.82
U_109,U_12,1416494,1416796,22.49
U_109,U_43,1416494,1416598,35.85
U_109,U_90,1416494,1416776,42.47
U_109,U_91,1416494,1416544,100.0
U_109,U_92,1416494,1416527,42.24
U_109,U_93,1416494,1416545,42.24
U_109,U_45,1416494,1416517,18.75
U_109,U_46,1416494,1416575,100.0
U_109,U_47,1416494,1416676,100.0
U_109,U_51,1416494,1416697,41.9
U_109,U_54,1416494,1416559,100.0
U_109,U_55,1416494,1416557,37.8
U_109,U_56,1416494,1416513,22.14
U_109,U_58,1416494,1416699,100.0
U_109,U_60,1416494,1416553,100.0
U_109,U_64,1416494,1416744,44.05
U_109,U_66,1416494,1416767,32.23
U_109,U_68,1416494,1416570,37.41
U_109,U_69,1416494,1416574,33.99
U_109,U_111,1416494,1416684,31.12
U_109,U_112,1416494,1416522,100.0
U_109,U_88,1416494,1416683,41.33
U_109,U_89,1416494,1416556,100.0
U_109,U_71,1416494,1416795,100.0
U_109,U_13,1416494,1416629,38.77
U_109,U_15,1416494,1416497,39.88
U_109,U_16,1416494,1416546,100.0
U_109,U_18,1416494,1416722,34.35
U_109,U_20,1416494,1416600,40.6
U_109,U_21,1416494,1416761,32.13
U_109,U_24,1416494,1416709,35.88
U_109,U_27,1416494,1416790,41.6
U_109,U_28,1416494,1416633,43.5
U_109,U_33,1416494,1416534,42.24
U_109,U_34,1416494,1416498,23.94
U_109,U_36,1416494,1416741,41.82
U_109,U_40,1416494,1416571,28.02
U_109,U_72,1416494,1416773,100.0
U_109,U_74,1416494,1416649,100.0
U_109,U_75,1416494,1416531,100.0
U_109,U_76,1416494,1416644,100.0
U_109,U_77,1416494,1416687,100.0
U_109,U_78,1416494,1416789,34.35
U_109,U_79,1416494,1416675,40.03
U_109,U_80,1416494,1416702,100.0
U_109,U_82,1416494,1416764,40.96
U_109,U_83,1416494,1416524,100.0
U_109,U_84,1416494,1416565,100.0
U_109,U_85,1416494,1416780,100.0
U_26,U_107,1416774,1416787,23.0
U_26,U_12,1416774,1416796,23.28
U_26,U_90,1416774,1416776,25.57
