Uid_i,Uid_j,Sid_i,Sid_j,%similarity
U_62,U_102,1416419,1416526,30.07
U_62,U_103,1416419,1416464,73.74
U_62,U_104,1416419,1416696,64.86
U_62,U_105,1416419,1416612,30.07
U_62,U_106,1416419,1416626,30.07
U_62,U_107,1416419,1416787,30.07
U_62,U_108,1416419,1416566,30.07
U_62,U_109,1416419,1416494,30.07
U_62,U_26,1416419,1416774,29.01
U_62,U_114,1416419,1416509,64.86
U_62,U_116,1416419,1416454,65.58
U_62,U_2,1416419,1416654,21.26
U_62,U_3,1416419,1416602,37.58
U_62,U_4,1416419,1416424,26.57
U_62,U_5,1416419,1416710,59.54
U_62,U_6,1416419,1416440,64.47
U_62,U_7,1416419,1416738,61.34
U_62,U_8,1416419,1416564,51.71
U_62,U_9,1416419,1416505,56.28
U_62,U_10,1416419,1416433,30.91
U_62,U_11,1416419,1416539,53.74
U_62,U_12,1416419,1416796,19.17
U_62,U_43,1416419,1416598,59.52
U_62,U_90,1416419,1416776,59.54
U_62,U_91,1416419,1416544,30.07
U_62,U_92,1416419,1416527,59.06
U_62,U_93,1416419,1416545,59.06
U_62,U_94,1416419,1416453,56.28
U_62,U_95,1416419,1416461,43.94
U_62,U_41,1416419,1416442,50.85
U_62,U_44,1416419,1416458,72.76
U_62,U_45,1416419,1416517,26.57
U_62,U_46,1416419,1416575,30.07
U_62,U_47,1416419,1416676,30.07
U_62,U_48,1416419,1416474,23.88
U_62,U_50,1416419,1416438,31.05
U_62,U_51,1416419,1416697,58.57
U_62,U_52,1416419,1416446,59.06
U_62,U_53,1416419,1416484,51.33
U_62,U_54,1416419,1416559,30.07
U_62,U_55,1416419,1416557,36.5
U_62,U_56,1416419,1416513,16.3
U_62,U_58,1416419,1416699,30.07
U_62,U_60,1416419,1416553,30.07
U_62,U_61,1416419,1416437,48.97
U_62,U_63,1416419,1416432,20.16
U_62,U_64,1416419,1416744,64.43
U_62,U_65,1416419,1416428,28.45
U_62,U_66,1416419,1416767,32.7
U_62,U_68,1416419,1416570,47.11
U_62,U_69,1416419,1416574,36.67
U_62,U_70,1416419,1416469,38.77
U_62,U_115,1416419,1416426,43.6
U_62,U_110,1416419,1416459,70.83
U_62,U_111,1416419,1416684,29.52
U_62,U_112,1416419,1416522,30.07
U_62,U_88,1416419,1416683,73.85
U_62,U_89,1416419,1416556,30.07
U_62,U_71,1416419,1416795,30.07
U_62,U_13,1416419,1416629,37.84
U_62,U_14,1416419,1416491,24.27
U_62,U_15,1416419,1416497,38.04
U_62,U_16,1416419,1416546,30.07
U_62,U_17,1416419,1416478,18.84
U_62,U_18,1416419,1416722,42.73
U_62,U_20,1416419,1416600,35.02
U_62,U_21,1416419,1416761,32.23
U_62,U_22,1416419,1416485,75.66
U_62,U_24,1416419,1416709,60.26
U_62,U_25,1416419,1416457,36.84
U_62,U_27,1416419,1416790,52.9
U_62,U_28,1416419,1416633,55.19
U_62,U_29,1416419,1416449,32.87
U_62,U_30,1416419,1416476,59.06
U_62,U_31,1416419,1416436,30.36
U_62,U_32,1416419,1416422,56.28
U_62,U_33,1416419,1416534,59.06
U_62,U_34,1416419,1416498,37.53
U_62,U_36,1416419,1416741,53.74
U_62,U_40,1416419,1416571,29.86
U_62,U_72,1416419,1416773,30.07
U_62,U_73,1416419,1416475,26.19
U_62,U_74,1416419,1416649,30.07
U_62,U_75,1416419,1416531,30.07
U_62,U_76,1416419,1416644,30.07
U_62,U_77,1416419,1416687,30.07
U_62,U_78,1416419,1416789,42.73
U_62,U_79,1416419,1416675,56.28
U_62,U_80,1416419,1416702,30.07
U_62,U_81,1416419,1416445,16.18
U_62,U_82,1416419,1416764,72.76
U_62,U_83,1416419,1416524,30.07
U_62,U_84,1416419,1416565,30.07
U_62,U_85,1416419,1416780,30.07
U_63,U_86,1416432,1416529,34.25
U_63,U_96,1416432,1416758,35.97
U_63,U_97,1416432,1416757,35.97
U_63,U_98,1416432,1416671,35.05
U_63,U_99,1416432,1416755,35.97
U_63,U_100,1416432,1416443,30.37
U_63,U_101,1416432,1416724,35.97
U_63,U_102,1416432,1416526,34.25
U_63,U_103,1416432,1416464,28.21
U_63,U_104,1416432,1416696,38.14
U_63,U_105,1416432,1416612,34.25
U_63,U_106,1416432,1416626,34.25
U_63,U_107,1416432,1416787,34.25
U_63,U_108,1416432,1416566,34.25
U_63,U_109,1416432,1416494,34.25
U_63,U_26,1416432,1416774,45.52
U_63,U_114,1416432,1416509,38.14
U_63,U_116,1416432,1416454,26.23
U_63,U_2,1416432,1416654,35.28
U_63,U_3,1416432,1416602,28.28
U_63,U_5,1416432,1416710,34.94
U_63,U_6,1416432,1416440,29.15
U_63,U_7,1416432,1416738,27.46
U_63,U_8,1416432,1416564,33.4
U_63,U_9,1416432,1416505,35.97
U_63,U_10,1416432,1416433,62.54
U_63,U_11,1416432,1416539,30.01
U_63,U_12,1416432,1416796,39.23
U_63,U_43,1416432,1416598,28.21
U_63,U_90,1416432,1416776,34.94
U_63,U_91,1416432,1416544,34.25
U_63,U_92,1416432,1416527,35.05
U_63,U_93,1416432,1416545,35.05
U_63,U_94,1416432,1416453,35.97
U_63,U_95,1416432,1416461,38.03
U_63,U_41,1416432,1416442,26.23
U_63,U_44,1416432,1416458,28.35
U_63,U_45,1416432,1416517,57.16
U_63,U_46,1416432,1416575,34.25
U_63,U_47,1416432,1416676,34.25
U_63,U_48,1416432,1416474,79.49
U_63,U_50,1416432,1416438,59.02
U_63,U_51,1416432,1416697,34.71
U_63,U_52,1416432,1416446,35.05
U_63,U_53,1416432,1416484,31.96
U_63,U_54,1416432,1416559,34.25
U_63,U_55,1416432,1416557,49.59
U_63,U_56,1416432,1416513,17.75
U_63,U_58,1416432,1416699,34.25
U_63,U_60,1416432,1416553,34.25
U_63,U_61,1416432,1416437,32.08
U_63,U_64,1416432,1416744,31.27
U_63,U_66,1416432,1416767,61.26
U_63,U_68,1416432,1416570,29.55
U_63,U_69,1416432,1416574,23.6
U_63,U_70,1416432,1416469,24.05
U_63,U_110,1416432,1416459,24.24
U_63,U_111,1416432,1416684,77.71
U_63,U_112,1416432,1416522,34.25
U_63,U_88,1416432,1416683,28.21
U_63,U_89,1416432,1416556,34.25
U_63,U_71,1416432,1416795,34.25
U_63,U_13,1416432,1416629,43.04
U_63,U_14,1416432,1416491,85.5
U_63,U_15,1416432,1416497,40.49
U_63,U_16,1416432,1416546,34.25
U_63,U_17,1416432,1416478,84.42
U_63,U_18,1416432,1416722,35.3
U_63,U_20,1416432,1416600,39.63
U_63,U_21,1416432,1416761,30.07
U_63,U_22,1416432,1416485,26.46
U_63,U_24,1416432,1416709,33.05
U_63,U_25,1416432,1416457,33.68
U_63,U_27,1416432,1416790,30.01
U_63,U_28,1416432,1416633,33.79
U_63,U_29,1416432,1416449,58.91
U_63,U_30,1416432,1416476,35.05
U_63,U_31,1416432,1416436,58.53
U_63,U_33,1416432,1416534,35.05
U_63,U_34,1416432,1416498,29.68
U_63,U_36,1416432,1416741,30.01
U_63,U_40,1416432,1416571,49.71
U_63,U_72,1416432,1416773,34.25
U_63,U_73,1416432,1416475,24.04
U_63,U_74,1416432,1416649,34.25
U_63,U_75,1416432,1416531,34.25
U_63,U_76,1416432,1416644,34.25
U_63,U_77,1416432,1416687,34.25
U_63,U_78,1416432,1416789,35.3
U_63,U_79,1416432,1416675,35.97
U_63,U_80,1416432,1416702,34.25
U_63,U_81,1416432,1416445,53.84
U_63,U_82,1416432,1416764,28.35
U_63,U_83,1416432,1416524,34.25
U_63,U_84,1416432,1416565,34.25
U_63,U_85,1416432,1416780,34.25
U_64,U_96,1416744,1416758,77.62
U_64,U_97,1416744,1416757,77.62
U_64,U_99,1416744,1416755,77.62
U_64,U_107,1416744,1416787,44.05
U_64,U_26,1416744,1416774,29.39
U_64,U_12,1416744,1416796,21.17
U_64,U_90,1416744,1416776,82.1
U_64,U_66,1416744,1416767,40.81
U_64,U_71,1416744,1416795,44.05
U_64,U_21,1416744,1416761,47.06
U_64,U_27,1416744,1416790,67.14
U_64,U_72,1416744,1416773,44.05
U_64,U_78,1416744,1416789,43.93
U_64,U_82,1416744,1416764,70.93
U_64,U_85,1416744,1416780,44.05
U_65,U_86,1416428,1416529,25.34
U_65,U_87,1416428,1416430,39.46
U_65,U_96,1416428,1416758,25.96
U_65,U_97,1416428,1416757,25.96
U_65,U_98,1416428,1416671,25.65
U_65,U_99,1416428,1416755,25.96
U_65,U_100,1416428,1416443,26.48
U_65,U_101,1416428,1416724,25.96
U_65,U_102,1416428,1416526,25.34
U_65,U_103,1416428,1416464,24.1
U_65,U_104,1416428,1416696,28.45
U_65,U_105,1416428,1416612,25.34
U_65,U_106,1416428,1416626,25.34
U_65,U_107,1416428,1416787,25.34
U_65,U_108,1416428,1416566,25.34
U_65,U_109,1416428,1416494,25.34
U_65,U_26,1416428,1416774,78.34
U_65,U_114,1416428,1416509,28.45
U_65,U_116,1416428,1416454,23.36
U_65,U_2,1416428,1416654,66.46
U_65,U_3,1416428,1416602,22.53
U_65,U_5,1416428,1416710,25.86
U_65,U_6,1416428,1416440,25.96
U_65,U_7,1416428,1416738,26.35
U_65,U_8,1416428,1416564,33.54
U_65,U_9,1416428,1416505,25.96
U_65,U_10,1416428,1416433,45.14
U_65,U_11,1416428,1416539,22.43
U_65,U_12,1416428,1416796,25.07
U_65,U_43,1416428,1416598,31.5
U_65,U_90,1416428,1416776,25.86
U_65,U_91,1416428,1416544,25.34
U_65,U_92,1416428,1416527,25.65
U_65,U_93,1416428,1416545,25.65
U_65,U_94,1416428,1416453,25.96
U_65,U_95,1416428,1416461,25.63
U_65,U_41,1416428,1416442,20.35
U_65,U_44,1416428,1416458,24.7
U_65,U_45,1416428,1416517,40.5
U_65,U_46,1416428,1416575,25.34
U_65,U_47,1416428,1416676,25.34
U_65,U_48,1416428,1416474,47.24
U_65,U_50,1416428,1416438,37.09
U_65,U_51,1416428,1416697,25.44
U_65,U_52,1416428,1416446,25.65
U_65,U_53,1416428,1416484,23.36
U_65,U_54,1416428,1416559,25.34
U_65,U_55,1416428,1416557,42.52
U_65,U_56,1416428,1416513,21.7
U_65,U_58,1416428,1416699,25.34
U_65,U_60,1416428,1416553,25.34
U_65,U_61,1416428,1416437,31.72
U_65,U_63,1416428,1416432,50.78
U_65,U_64,1416428,1416744,27.1
U_65,U_66,1416428,1416767,27.62
U_65,U_68,1416428,1416570,30.22
U_65,U_69,1416428,1416574,19.63
U_65,U_70,1416428,1416469,39.15
U_65,U_110,1416428,1416459,23.26
U_65,U_111,1416428,1416684,46.49
U_65,U_112,1416428,1416522,25.34
U_65,U_88,1416428,1416683,24.1
U_65,U_89,1416428,1416556,25.34
U_65,U_71,1416428,1416795,25.34
U_65,U_13,1416428,1416629,26.17
U_65,U_14,1416428,1416491,39.98
U_65,U_15,1416428,1416497,26.58
U_65,U_16,1416428,1416546,25.34
U_65,U_17,1416428,1416478,45.9
U_65,U_18,1416428,1416722,36.98
U_65,U_20,1416428,1416600,26.17
U_65,U_21,1416428,1416761,16.99
U_65,U_22,1416428,1416485,24.92
U_65,U_24,1416428,1416709,29.01
U_65,U_25,1416428,1416457,28.25
U_65,U_27,1416428,1416790,22.43
U_65,U_28,1416428,1416633,24.2
U_65,U_29,1416428,1416449,48.71
U_65,U_30,1416428,1416476,25.65
U_65,U_31,1416428,1416436,42.26
U_65,U_33,1416428,1416534,25.65
U_65,U_34,1416428,1416498,41.65
U_65,U_36,1416428,1416741,22.43
U_65,U_40,1416428,1416571,70.53
U_65,U_72,1416428,1416773,25.34
U_65,U_73,1416428,1416475,36.34
U_65,U_74,1416428,1416649,25.34
U_65,U_75,1416428,1416531,25.34
U_65,U_76,1416428,1416644,25.34
U_65,U_77,1416428,1416687,25.34
U_65,U_78,1416428,1416789,36.98
U_65,U_79,1416428,1416675,25.96
U_65,U_80,1416428,1416702,25.34
U_65,U_81,1416428,1416445,68.95
U_65,U_82,1416428,1416764,24.7
U_65,U_83,1416428,1416524,25.34
U_65,U_84,1416428,1416565,25.34
U_65,U_85,1416428,1416780,25.34
U_66,U_107,1416767,1416787,32.23
U_66,U_26,1416767,1416774,20.08
U_66,U_12,1416767,1416796,37.23
U_66,U_90,1416767,1416776,44.11
U_66,U_71,1416767,1416795,32.23
U_66,U_27,1416767,1416790,43.36
U_66,U_72,1416767,1416773,32.23
U_66,U_78,1416767,1416789,47.12
U_66,U_85,1416767,1416780,32.23
U_67,U_86,1416400,1416529,42.81
U_67,U_87,1416400,1416430,25.56
U_67,U_96,1416400,1416758,45.66
U_67,U_97,1416400,1416757,45.66
U_67,U_98,1416400,1416671,45.78
U_67,U_99,1416400,1416755,45.66
U_67,U_100,1416400,1416443,39.15
U_67,U_101,1416400,1416724,45.66
U_67,U_102,1416400,1416526,42.81
U_67,U_103,1416400,1416464,38.36
U_67,U_104,1416400,1416696,49.11
U_67,U_105,1416400,1416612,42.81
U_67,U_106,1416400,1416626,42.81
U_67,U_107,1416400,1416787,42.81
U_67,U_108,1416400,1416566,42.81
U_67,U_109,1416400,1416494,42.81
U_67,U_26,1416400,1416774,48.0
U_67,U_114,1416400,1416509,49.11
U_67,U_116,1416400,1416454,31.87
U_67,U_2,1416400,1416654,36.5
U_67,U_3,1416400,1416602,33.37
U_67,U_4,1416400,1416424,54.58
U_67,U_5,1416400,1416710,45.78
U_67,U_6,1416400,1416440,34.54
U_67,U_7,1416400,1416738,35.45
U_67,U_8,1416400,1416564,38.33
U_67,U_9,1416400,1416505,45.66
U_67,U_10,1416400,1416433,76.77
U_67,U_11,1416400,1416539,39.83
U_67,U_12,1416400,1416796,30.81
U_67,U_43,1416400,1416598,37.2
U_67,U_90,1416400,1416776,45.78
U_67,U_91,1416400,1416544,42.81
U_67,U_92,1416400,1416527,45.78
U_67,U_93,1416400,1416545,45.78
U_67,U_94,1416400,1416453,45.66
U_67,U_95,1416400,1416461,52.11
U_67,U_41,1416400,1416442,31.15
U_67,U_42,1416400,1416417,38.53
U_67,U_44,1416400,1416458,37.7
U_67,U_45,1416400,1416517,54.58
U_67,U_46,1416400,1416575,42.81
U_67,U_47,1416400,1416676,42.81
U_67,U_48,1416400,1416474,59.39
U_67,U_49,1416400,1416409,37.19
U_67,U_50,1416400,1416438,75.82
U_67,U_51,1416400,1416697,45.78
U_67,U_52,1416400,1416446,45.78
U_67,U_53,1416400,1416484,41.62
U_67,U_54,1416400,1416559,42.81
U_67,U_55,1416400,1416557,55.04
U_67,U_56,1416400,1416513,18.67
U_67,U_58,1416400,1416699,42.81
U_67,U_60,1416400,1416553,42.81
U_67,U_61,1416400,1416437,38.19
U_67,U_62,1416400,1416419,28.78
U_67,U_63,1416400,1416432,72.74
U_67,U_64,1416400,1416744,40.87
U_67,U_65,1416400,1416428,50.05
U_67,U_66,1416400,1416767,45.62
U_67,U_68,1416400,1416570,35.57
U_67,U_69,1416400,1416574,34.92
U_67,U_70,1416400,1416469,24.97
U_67,U_115,1416400,1416426,37.57
U_67,U_110,1416400,1416459,34.63
U_67,U_111,1416400,1416684,61.35
U_67,U_112,1416400,1416522,42.81
U_67,U_88,1416400,1416683,38.36
U_67,U_89,1416400,1416556,42.81
U_67,U_71,1416400,1416795,42.81
U_67,U_13,1416400,1416629,65.07
U_67,U_14,1416400,1416491,61.53
U_67,U_15,1416400,1416497,60.84
U_67,U_16,1416400,1416546,42.81
U_67,U_17,1416400,1416478,70.63
U_67,U_18,1416400,1416722,49.6
U_67,U_20,1416400,1416600,42.45
U_67,U_21,1416400,1416761,41.19
U_67,U_22,1416400,1416485,37.3
U_67,U_23,1416400,1416404,62.18
U_67,U_24,1416400,1416709,46.09
U_67,U_25,1416400,1416457,41.85
U_67,U_27,1416400,1416790,39.6
U_67,U_28,1416400,1416633,44.11
U_67,U_29,1416400,1416449,67.13
U_67,U_30,1416400,1416476,45.78
U_67,U_31,1416400,1416436,40.79
U_67,U_32,1416400,1416422,45.66
U_67,U_33,1416400,1416534,45.78
U_67,U_34,1416400,1416498,32.9
U_67,U_35,1416400,1416412,41.1
U_67,U_36,1416400,1416741,39.83
U_67,U_37,1416400,1416415,49.57
U_67,U_38,1416400,1416402,18.69
U_67,U_39,1416400,1416407,49.11
U_67,U_40,1416400,1416571,46.21
U_67,U_72,1416400,1416773,42.81
U_67,U_73,1416400,1416475,26.87
U_67,U_74,1416400,1416649,42.81
U_67,U_75,1416400,1416531,42.81
U_67,U_76,1416400,1416644,42.81
U_67,U_77,1416400,1416687,42.81
U_67,U_78,1416400,1416789,49.6
U_67,U_79,1416400,1416675,45.66
U_67,U_80,1416400,1416702,42.81
U_67,U_81,1416400,1416445,54.22
U_67,U_82,1416400,1416764,37.7
U_67,U_83,1416400,1416524,42.81
U_67,U_84,1416400,1416565,42.81
U_67,U_85,1416400,1416780,42.81
U_68,U_96,1416570,1416758,76.1
U_68,U_97,1416570,1416757,76.1
U_68,U_98,1416570,1416671,79.79
U_68,U_99,1416570,1416755,76.1
U_68,U_101,1416570,1416724,76.1
U_68,U_104,1416570,1416696,74.25
U_68,U_105,1416570,1416612,37.41
U_68,U_106,1416570,1416626,37.41
U_68,U_107,1416570,1416787,37.41
U_68,U_26,1416570,1416774,29.2
U_68,U_2,1416570,1416654,32.56
U_68,U_3,1416570,1416602,39.5
U_68,U_5,1416570,1416710,79.45
U_68,U_7,1416570,1416738,48.3
U_68,U_12,1416570,1416796,22.12
U_68,U_43,1416570,1416598,47.83
U_68,U_90,1416570,1416776,79.45
U_68,U_46,1416570,1416575,37.41
U_68,U_47,1416570,1416676,37.41
U_68,U_51,1416570,1416697,79.1
U_68,U_58,1416570,1416699,37.41
U_68,U_64,1416570,1416744,64.78
U_68,U_66,1416570,1416767,44.3
U_68,U_69,1416570,1416574,61.09
U_68,U_111,1416570,1416684,31.53
U_68,U_88,1416570,1416683,56.1
U_68,U_71,1416570,1416795,37.41
U_68,U_13,1416570,1416629,42.52
U_68,U_18,1416570,1416722,37.54
U_68,U_20,1416570,1416600,52.54
U_68,U_21,1416570,1416761,43.56
U_68,U_24,1416570,1416709,42.23
U_68,U_27,1416570,1416790,66.17
U_68,U_28,1416570,1416633,73.33
U_68,U_36,1416570,1416741,66.97
U_68,U_40,1416570,1416571,35.7
U_68,U_72,1416570,1416773,37.41
U_68,U_74,1416570,1416649,37.41
U_68,U_76,1416570,1416644,37.41
U_68,U_77,1416570,1416687,37.41
U_68,U_78,1416570,1416789,37.54
U_68,U_79,1416570,1416675,76.1
U_68,U_80,1416570,1416702,37.41
U_68,U_82,1416570,1416764,55.79
U_68,U_85,1416570,1416780,37.41
U_69,U_96,1416574,1416758,62.28
U_69,U_97,1416574,1416757,62.28
U_69,U_98,1416574,1416671,64.96
U_69,U_99,1416574,1416755,62.28
U_69,U_101,1416574,1416724,62.28
U_69,U_104,1416574,1416696,59.49
U_69,U_105,1416574,1416612,33.99
U_69,U_106,1416574,1416626,33.99
U_69,U_107,1416574,1416787,33.99
U_69,U_26,1416574,1416774,21.28
U_69,U_2,1416574,1416654,17.46
U_69,U_3,1416574,1416602,42.38
U_69,U_5,1416574,1416710,64.61
U_69,U_7,1416574,1416738,45.64
U_69,U_12,1416574,1416796,22.85
U_69,U_43,1416574,1416598,42.8
U_69,U_90,1416574,1416776,64.61
U_69,U_46,1416574,1416575,33.99
U_69,U_47,1416574,1416676,33.99
U_69,U_51,1416574,1416697,64.26
U_69,U_58,1416574,1416699,33.99
U_69,U_64,1416574,1416744,50.41
U_69,U_66,1416574,1416767,32.14
U_69,U_111,1416574,1416684,26.1
U_69,U_88,1416574,1416683,51.49
U_69,U_71,1416574,1416795,33.99
U_69,U_13,1416574,1416629,38.57
U_69,U_18,1416574,1416722,34.42
U_69,U_20,1416574,1416600,47.85
U_69,U_21,1416574,1416761,39.65
U_69,U_24,1416574,1416709,40.86
U_69,U_27,1416574,1416790,61.0
U_69,U_28,1416574,1416633,66.71
U_69,U_36,1416574,1416741,61.23
U_69,U_72,1416574,1416773,33.99
U_69,U_74,1416574,1416649,33.99
U_69,U_76,1416574,1416644,33.99
U_69,U_77,1416574,1416687,33.99
U_69,U_78,1416574,1416789,34.42
U_69,U_79,1416574,1416675,62.28
U_69,U_80,1416574,1416702,33.99
U_69,U_82,1416574,1416764,50.91
U_69,U_85,1416574,1416780,33.99
U_70,U_86,1416469,1416529,26.86
U_70,U_96,1416469,1416758,67.95
U_70,U_97,1416469,1416757,67.95
U_70,U_98,1416469,1416671,72.03
U_70,U_99,1416469,1416755,67.95
U_70,U_101,1416469,1416724,67.95
U_70,U_102,1416469,1416526,26.86
U_70,U_104,1416469,1416696,66.09
U_70,U_105,1416469,1416612,26.86
U_70,U_106,1416469,1416626,26.86
U_70,U_107,1416469,1416787,26.86
U_70,U_108,1416469,1416566,26.86
U_70,U_109,1416469,1416494,26.86
U_70,U_26,1416469,1416774,37.02
U_70,U_114,1416469,1416509,66.09
U_70,U_2,1416469,1416654,34.78
U_70,U_3,1416469,1416602,31.45
U_70,U_5,1416469,1416710,71.53
U_70,U_7,1416469,1416738,39.85
U_70,U_8,1416469,1416564,61.35
U_70,U_9,1416469,1416505,67.95
U_70,U_11,1416469,1416539,58.79
U_70,U_12,1416469,1416796,18.8
U_70,U_43,1416469,1416598,40.29
U_70,U_90,1416469,1416776,71.53
U_70,U_91,1416469,1416544,26.86
U_70,U_92,1416469,1416527,72.03
U_70,U_93,1416469,1416545,72.03
U_70,U_45,1416469,1416517,22.65
U_70,U_46,1416469,1416575,26.86
U_70,U_47,1416469,1416676,26.86
U_70,U_48,1416469,1416474,25.1
U_70,U_51,1416469,1416697,71.29
U_70,U_53,1416469,1416484,54.95
U_70,U_54,1416469,1416559,26.86
U_70,U_55,1416469,1416557,27.32
U_70,U_56,1416469,1416513,29.21
U_70,U_58,1416469,1416699,26.86
U_70,U_60,1416469,1416553,26.86
U_70,U_64,1416469,1416744,55.01
U_70,U_66,1416469,1416767,37.04
U_70,U_68,1416469,1416570,81.64
U_70,U_69,1416469,1416574,46.22
U_70,U_111,1416469,1416684,28.31
U_70,U_112,1416469,1416522,26.86
U_70,U_88,1416469,1416683,46.26
U_70,U_89,1416469,1416556,26.86
U_70,U_71,1416469,1416795,26.86
U_70,U_13,1416469,1416629,34.62
U_70,U_14,1416469,1416491,27.69
U_70,U_15,1416469,1416497,36.09
U_70,U_16,1416469,1416546,26.86
U_70,U_17,1416469,1416478,23.29
U_70,U_18,1416469,1416722,31.23
U_70,U_20,1416469,1416600,39.73
U_70,U_21,1416469,1416761,31.41
U_70,U_22,1416469,1416485,37.83
U_70,U_24,1416469,1416709,34.59
U_70,U_27,1416469,1416790,58.04
U_70,U_28,1416469,1416633,55.94
U_70,U_30,1416469,1416476,72.03
U_70,U_33,1416469,1416534,72.03
U_70,U_34,1416469,1416498,68.61
U_70,U_36,1416469,1416741,58.79
U_70,U_40,1416469,1416571,42.12
U_70,U_72,1416469,1416773,26.86
U_70,U_73,1416469,1416475,67.12
U_70,U_74,1416469,1416649,26.86
U_70,U_75,1416469,1416531,26.86
U_70,U_76,1416469,1416644,26.86
U_70,U_77,1416469,1416687,26.86
U_70,U_78,1416469,1416789,31.23
U_70,U_79,1416469,1416675,67.95
U_70,U_80,1416469,1416702,26.86
U_70,U_82,1416469,1416764,45.63
U_70,U_83,1416469,1416524,26.86
U_70,U_84,1416469,1416565,26.86
U_70,U_85,1416469,1416780,26.86
U_115,U_86,1416426,1416529,30.17
U_115,U_87,1416426,1416430,56.5
U_115,U_96,1416426,1416758,83.03
U_115,U_97,1416426,1416757,83.03
U_115,U_98,1416426,1416671,78.95
U_115,U_99,1416426,1416755,83.03
U_115,U_100,1416426,1416443,51.32
U_115,U_101,1416426,1416724,83.03
U_115,U_102,1416426,1416526,30.17
U_115,U_103,1416426,1416464,53.85
U_115,U_104,1416426,1416696,72.98
U_115,U_105,1416426,1416612,30.17
U_115,U_106,1416426,1416626,30.17
U_115,U_107,1416426,1416787,30.17
U_115,U_108,1416426,1416566,30.17
U_115,U_109,1416426,1416494,30.17
U_115,U_26,1416426,1416774,25.0
U_115,U_114,1416426,1416509,72.98
U_115,U_116,1416426,1416454,58.4
U_115,U_2,1416426,1416654,18.95
U_115,U_3,1416426,1416602,39.02
U_115,U_5,1416426,1416710,78.49
U_115,U_6,1416426,1416440,53.91
U_115,U_7,1416426,1416738,45.55
U_115,U_8,1416426,1416564,51.18
U_115,U_9,1416426,1416505,83.03
U_115,U_10,1416426,1416433,30.6
U_115,U_11,1416426,1416539,68.48
U_115,U_12,1416426,1416796,23.06
U_115,U_43,1416426,1416598,49.76
U_115,U_90,1416426,1416776,78.49
U_115,U_91,1416426,1416544,30.17
U_115,U_92,1416426,1416527,78.95
U_115,U_93,1416426,1416545,78.95
U_115,U_94,1416426,1416453,83.03
U_115,U_95,1416426,1416461,48.92
U_115,U_41,1416426,1416442,33.99
U_115,U_44,1416426,1416458,52.95
U_115,U_45,1416426,1416517,29.62
U_115,U_46,1416426,1416575,30.17
U_115,U_47,1416426,1416676,30.17
U_115,U_48,1416426,1416474,38.16
U_115,U_50,1416426,1416438,37.6
U_115,U_51,1416426,1416697,78.98
U_115,U_52,1416426,1416446,78.95
U_115,U_53,1416426,1416484,72.32
U_115,U_54,1416426,1416559,30.17
U_115,U_55,1416426,1416557,29.59
U_115,U_56,1416426,1416513,18.7
U_115,U_58,1416426,1416699,30.17
U_115,U_60,1416426,1416553,30.17
U_115,U_61,1416426,1416437,42.68
U_115,U_63,1416426,1416432,42.84
U_115,U_64,1416426,1416744,63.96
U_115,U_65,1416426,1416428,26.17
U_115,U_66,1416426,1416767,49.2
U_115,U_68,1416426,1416570,65.36
U_115,U_69,1416426,1416574,49.48
U_115,U_70,1416426,1416469,63.12
U_115,U_110,1416426,1416459,50.68
U_115,U_111,1416426,1416684,41.27
U_115,U_112,1416426,1416522,30.17
U_115,U_88,1416426,1416683,53.85
U_115,U_89,1416426,1416556,30.17
U_115,U_71,1416426,1416795,30.17
U_115,U_13,1416426,1416629,43.76
U_115,U_14,1416426,1416491,42.3
U_115,U_15,1416426,1416497,44.17
U_115,U_16,1416426,1416546,30.17
U_115,U_17,1416426,1416478,44.15
U_115,U_18,1416426,1416722,34.5
U_115,U_20,1416426,1416600,53.26
U_115,U_21,1416426,1416761,39.55
U_115,U_22,1416426,1416485,45.8
U_115,U_24,1416426,1416709,37.77
U_115,U_25,1416426,1416457,39.66
U_115,U_27,1416426,1416790,68.32
U_115,U_28,1416426,1416633,65.25
U_115,U_29,1416426,1416449,33.27
U_115,U_30,1416426,1416476,78.95
U_115,U_31,1416426,1416436,33.14
U_115,U_33,1416426,1416534,78.95
U_115,U_34,1416426,1416498,42.45
U_115,U_36,1416426,1416741,68.48
U_115,U_40,1416426,1416571,26.85
U_115,U_72,1416426,1416773,30.17
U_115,U_73,1416426,1416475,43.42
U_115,U_74,1416426,1416649,30.17
U_115,U_75,1416426,1416531,30.17
U_115,U_76,1416426,1416644,30.17
U_115,U_77,1416426,1416687,30.17
U_115,U_78,1416426,1416789,34.5
U_115,U_79,1416426,1416675,83.03
U_115,U_80,1416426,1416702,30.17
U_115,U_81,1416426,1416445,27.9
U_115,U_82,1416426,1416764,52.95
U_115,U_83,1416426,1416524,30.17
U_115,U_84,1416426,1416565,30.17
U_115,U_85,1416426,1416780,30.17
U_110,U_86,1416459,1416529,37.78
U_110,U_96,1416459,1416758,62.01
U_110,U_97,1416459,1416757,62.01
U_110,U_98,1416459,1416671,64.85
U_110,U_99,1416459,1416755,62.01
U_110,U_101,1416459,1416724,62.01
U_110,U_102,1416459,1416526,37.78
U_110,U_103,1416459,1416464,97.64
U_110,U_104,1416459,1416696,59.81
U_110,U_105,1416459,1416612,37.78
U_110,U_106,1416459,1416626,37.78
